time	trial	cursorx	cursory	hand_x	hand_Y	rotation	step	targetangle	targetposx	targetposy	garagelocation	garageposx	garageposy	homex	homey	group	trial_type
1	0	-0.46248	-7.271	-0.46248	-7.271	0	5	75	3.1058	4.2474	1	12.106	3.2474	0	-7.3438	1	-1
1	25.134	-0.20108	-7.6571	-0.20108	-7.6571	0	1	75	3.1058	4.2474	1	12.106	3.2474	0	-7.3438	1	-1
1	41.867	-0.16086	-7.6571	-0.16086	-7.6571	0	1	75	3.1058	4.2474	1	12.106	3.2474	0	-7.3438	1	-1
1	58.057	-0.14076	-7.6571	-0.14076	-7.6571	0	1	75	3.1058	4.2474	1	12.106	3.2474	0	-7.3438	1	-1
1	75.005	-0.14076	-7.6571	-0.14076	-7.6571	0	1	75	3.1058	4.2474	1	12.106	3.2474	0	-7.3438	1	-1
1	91.577	-0.14076	-7.6571	-0.14076	-7.6571	0	1	75	3.1058	4.2474	1	12.106	3.2474	0	-7.3438	1	-1
1	108.23	-0.12065	-7.6571	-0.12065	-7.6571	0	1	75	3.1058	4.2474	1	12.106	3.2474	0	-7.3438	1	-1
1	124.55	-0.12065	-7.6571	-0.12065	-7.6571	0	1	75	3.1058	4.2474	1	12.106	3.2474	0	-7.3438	1	-1
1	141.19	-0.12065	-7.6571	-0.12065	-7.6571	0	1	75	3.1058	4.2474	1	12.106	3.2474	0	-7.3438	1	-1
1	157.75	-0.12065	-7.6249	-0.12065	-7.6249	0	1	75	3.1058	4.2474	1	12.106	3.2474	0	-7.3438	1	-1
1	174.35	-0.12065	-7.6249	-0.12065	-7.6249	0	1	75	3.1058	4.2474	1	12.106	3.2474	0	-7.3438	1	-1
1	190.96	-0.12065	-7.6249	-0.12065	-7.6249	0	1	75	3.1058	4.2474	1	12.106	3.2474	0	-7.3438	1	-1
1	207.59	-0.12065	-7.6249	-0.12065	-7.6249	0	1	75	3.1058	4.2474	1	12.106	3.2474	0	-7.3438	1	-1
1	224.05	-0.14076	-7.6249	-0.14076	-7.6249	0	1	75	3.1058	4.2474	1	12.106	3.2474	0	-7.3438	1	-1
1	240.76	-0.14076	-7.6249	-0.14076	-7.6249	0	1	75	3.1058	4.2474	1	12.106	3.2474	0	-7.3438	1	-1
1	257.35	-0.14076	-7.6249	-0.14076	-7.6249	0	1	75	3.1058	4.2474	1	12.106	3.2474	0	-7.3438	1	-1
1	273.99	-0.14076	-7.6249	-0.14076	-7.6249	0	1	75	3.1058	4.2474	1	12.106	3.2474	0	-7.3438	1	-1
1	290.53	-0.14076	-7.6249	-0.14076	-7.6249	0	1	75	3.1058	4.2474	1	12.106	3.2474	0	-7.3438	1	-1
1	306.78	-0.14076	-7.6249	-0.14076	-7.6249	0	1	75	3.1058	4.2474	1	12.106	3.2474	0	-7.3438	1	-1
1	323.75	-0.14076	-7.6249	-0.14076	-7.6249	0	1	75	3.1058	4.2474	1	12.106	3.2474	0	-7.3438	1	-1
1	340.36	-0.14076	-7.6249	-0.14076	-7.6249	0	1	75	3.1058	4.2474	1	12.106	3.2474	0	-7.3438	1	-1
1	357.05	-0.14076	-7.6249	-0.14076	-7.6249	0	1	75	3.1058	4.2474	1	12.106	3.2474	0	-7.3438	1	-1
1	373.71	-0.14076	-7.6249	-0.14076	-7.6249	0	1	75	3.1058	4.2474	1	12.106	3.2474	0	-7.3438	1	-1
1	390.37	-0.14076	-7.6249	-0.14076	-7.6249	0	1	75	3.1058	4.2474	1	12.106	3.2474	0	-7.3438	1	-1
1	406.9	-0.14076	-7.6249	-0.14076	-7.6249	0	1	75	3.1058	4.2474	1	12.106	3.2474	0	-7.3438	1	-1
1	423.52	-0.14076	-7.6249	-0.14076	-7.6249	0	1	75	3.1058	4.2474	1	12.106	3.2474	0	-7.3438	1	-1
1	440.05	-0.14076	-7.6249	-0.14076	-7.6249	0	1	75	3.1058	4.2474	1	12.106	3.2474	0	-7.3438	1	-1
1	456.66	-0.14076	-7.6249	-0.14076	-7.6249	0	1	75	3.1058	4.2474	1	12.106	3.2474	0	-7.3438	1	-1
1	473.25	-0.14076	-7.6249	-0.14076	-7.6249	0	1	75	3.1058	4.2474	1	12.106	3.2474	0	-7.3438	1	-1
1	489.92	-0.14076	-7.6249	-0.14076	-7.6249	0	1	75	3.1058	4.2474	1	12.106	3.2474	0	-7.3438	1	-1
1	506.5	-0.14076	-7.6249	-0.14076	-7.6249	0	1	75	3.1058	4.2474	1	12.106	3.2474	0	-7.3438	1	-1
1	523.05	-0.14076	-7.6249	-0.14076	-7.6249	0	1	75	3.1058	4.2474	1	12.106	3.2474	0	-7.3438	1	-1
1	539.66	-0.14076	-7.6249	-0.14076	-7.6249	0	1	75	3.1058	4.2474	1	12.106	3.2474	0	-7.3438	1	-1
1	556.24	-0.14076	-7.5927	-0.14076	-7.5927	0	1	75	3.1058	4.2474	1	12.106	3.2474	0	-7.3438	1	-1
1	572.86	-0.14076	-7.5927	-0.14076	-7.5927	0	1	75	3.1058	4.2474	1	12.106	3.2474	0	-7.3438	1	-1
1	589.29	-0.14076	-7.5927	-0.14076	-7.5927	0	1	75	3.1058	4.2474	1	12.106	3.2474	0	-7.3438	1	-1
1	606.01	-0.14076	-7.5927	-0.14076	-7.5927	0	1	75	3.1058	4.2474	1	12.106	3.2474	0	-7.3438	1	-1
1	622.38	-0.14076	-7.5927	-0.14076	-7.5927	0	1	75	3.1058	4.2474	1	12.106	3.2474	0	-7.3438	1	-1
1	639.16	-0.14076	-7.5927	-0.14076	-7.5927	0	1	75	3.1058	4.2474	1	12.106	3.2474	0	-7.3438	1	-1
1	655.78	-0.14076	-7.5927	-0.14076	-7.5927	0	1	75	3.1058	4.2474	1	12.106	3.2474	0	-7.3438	1	-1
1	672.43	-0.14076	-7.5927	-0.14076	-7.5927	0	1	75	3.1058	4.2474	1	12.106	3.2474	0	-7.3438	1	-1
1	688.98	-0.14076	-7.5927	-0.14076	-7.5927	0	1	75	3.1058	4.2474	1	12.106	3.2474	0	-7.3438	1	-1
1	705.58	-0.14076	-7.5606	-0.14076	-7.5606	0	1	75	3.1058	4.2474	1	12.106	3.2474	0	-7.3438	1	-1
1	722.16	-0.14076	-7.5606	-0.14076	-7.5606	0	1	75	3.1058	4.2474	1	12.106	3.2474	0	-7.3438	1	-1
1	738.76	-0.16086	-7.5606	-0.16086	-7.5606	0	1	75	3.1058	4.2474	1	12.106	3.2474	0	-7.3438	1	-1
1	755.35	-0.16086	-7.5606	-0.16086	-7.5606	0	1	75	3.1058	4.2474	1	12.106	3.2474	0	-7.3438	1	-1
1	771.93	-0.16086	-7.5606	-0.16086	-7.5606	0	1	75	3.1058	4.2474	1	12.106	3.2474	0	-7.3438	1	-1
1	788.57	-0.16086	-7.5606	-0.16086	-7.5606	0	1	75	3.1058	4.2474	1	12.106	3.2474	0	-7.3438	1	-1
1	805.23	-0.16086	-7.5606	-0.16086	-7.5606	0	1	75	3.1058	4.2474	1	12.106	3.2474	0	-7.3438	1	-1
1	821.73	-0.16086	-7.5606	-0.16086	-7.5606	0	1	75	3.1058	4.2474	1	12.106	3.2474	0	-7.3438	1	-1
1	838.33	-0.16086	-7.5606	-0.16086	-7.5606	0	1	75	3.1058	4.2474	1	12.106	3.2474	0	-7.3438	1	-1
1	854.93	-0.16086	-7.5606	-0.16086	-7.5606	0	1	75	3.1058	4.2474	1	12.106	3.2474	0	-7.3438	1	-1
1	871.43	-0.16086	-7.5606	-0.16086	-7.5606	0	1	75	3.1058	4.2474	1	12.106	3.2474	0	-7.3438	1	-1
1	888.16	-0.16086	-7.5606	-0.16086	-7.5606	0	1	75	3.1058	4.2474	1	12.106	3.2474	0	-7.3438	1	-1
1	904.7	-0.16086	-7.5606	-0.16086	-7.5606	0	1	75	3.1058	4.2474	1	12.106	3.2474	0	-7.3438	1	-1
1	921.35	-0.18097	-7.5606	-0.18097	-7.5606	0	1	75	3.1058	4.2474	1	12.106	3.2474	0	-7.3438	1	-1
1	937.71	-0.18097	-7.5606	-0.18097	-7.5606	0	1	75	3.1058	4.2474	1	12.106	3.2474	0	-7.3438	1	-1
1	954.49	-0.18097	-7.5606	-0.18097	-7.5606	0	1	75	3.1058	4.2474	1	12.106	3.2474	0	-7.3438	1	-1
1	970.87	-0.18097	-7.5606	-0.18097	-7.5606	0	1	75	3.1058	4.2474	1	12.106	3.2474	0	-7.3438	1	-1
