time	trial	cursorx	cursory	hand_x	hand_Y	rotation	step	targetangle	targetposx	targetposy	garagelocation	garageposx	garageposy	homex	homey	group	trial_type
1	0	-0.45122	-6.9992	-0.56302	-7.271	30	5	90	7.3479e-16	4.6562	1	9	3.6562	0	-7.3438	1	1
1	29.661	-0.34689	-7.5424	-0.20108	-7.6893	30	1	90	7.3479e-16	4.6562	1	9	3.6562	0	-7.3438	1	1
1	46.319	-0.34689	-7.5424	-0.20108	-7.6893	30	1	90	7.3479e-16	4.6562	1	9	3.6562	0	-7.3438	1	1
1	62.848	-0.34689	-7.5424	-0.20108	-7.6893	30	1	90	7.3479e-16	4.6562	1	9	3.6562	0	-7.3438	1	1
1	79.455	-0.34689	-7.5424	-0.20108	-7.6893	30	1	90	7.3479e-16	4.6562	1	9	3.6562	0	-7.3438	1	1
1	96.118	-0.36431	-7.5324	-0.22119	-7.6893	30	1	90	7.3479e-16	4.6562	1	9	3.6562	0	-7.3438	1	1
1	112.62	-0.36431	-7.5324	-0.22119	-7.6893	30	1	90	7.3479e-16	4.6562	1	9	3.6562	0	-7.3438	1	1
1	129.25	-0.36431	-7.5324	-0.22119	-7.6893	30	1	90	7.3479e-16	4.6562	1	9	3.6562	0	-7.3438	1	1
1	145.9	-0.36431	-7.5324	-0.22119	-7.6893	30	1	90	7.3479e-16	4.6562	1	9	3.6562	0	-7.3438	1	1
1	162.5	-0.36431	-7.5324	-0.22119	-7.6893	30	1	90	7.3479e-16	4.6562	1	9	3.6562	0	-7.3438	1	1
1	179.04	-0.36431	-7.5324	-0.22119	-7.6893	30	1	90	7.3479e-16	4.6562	1	9	3.6562	0	-7.3438	1	1
1	195.72	-0.36431	-7.5324	-0.22119	-7.6893	30	1	90	7.3479e-16	4.6562	1	9	3.6562	0	-7.3438	1	1
1	212.24	-0.38172	-7.5223	-0.24129	-7.6893	30	1	90	7.3479e-16	4.6562	1	9	3.6562	0	-7.3438	1	1
1	228.67	-0.38172	-7.5223	-0.24129	-7.6893	30	1	90	7.3479e-16	4.6562	1	9	3.6562	0	-7.3438	1	1
1	245.44	-0.38172	-7.5223	-0.24129	-7.6893	30	1	90	7.3479e-16	4.6562	1	9	3.6562	0	-7.3438	1	1
1	261.95	-0.36563	-7.4945	-0.24129	-7.6571	30	1	90	7.3479e-16	4.6562	1	9	3.6562	0	-7.3438	1	1
1	278.59	-0.36563	-7.4945	-0.24129	-7.6571	30	1	90	7.3479e-16	4.6562	1	9	3.6562	0	-7.3438	1	1
1	295.05	-0.34955	-7.4666	-0.24129	-7.6249	30	1	90	7.3479e-16	4.6562	1	9	3.6562	0	-7.3438	1	1
1	311.81	-0.34955	-7.4666	-0.24129	-7.6249	30	1	90	7.3479e-16	4.6562	1	9	3.6562	0	-7.3438	1	1
1	328.35	-0.35088	-7.4287	-0.2614	-7.5927	30	1	90	7.3479e-16	4.6562	1	9	3.6562	0	-7.3438	1	1
1	344.94	-0.33479	-7.4008	-0.2614	-7.5606	30	1	90	7.3479e-16	4.6562	1	9	3.6562	0	-7.3438	1	1
1	361.58	-0.35353	-7.3528	-0.30162	-7.5284	30	1	90	7.3479e-16	4.6562	1	9	3.6562	0	-7.3438	1	1
