blockno	trialno	time	Xmouse	Ymouse	Xcursor	Ycursor	Xtarget	Ytarget	target_angle	rotation	jitter	feedback
1	11	1.5337	-141	167	-141	167	-213.33	369.5	120	0	0	0
1	11	1.5504	-164	192	-164	192	-213.33	369.5	120	0	0	0
1	11	1.567	-186	215	-186	215	-213.33	369.5	120	0	0	0
1	11	1.5837	-205	232	-205	232	-213.33	369.5	120	0	0	0
1	11	1.6004	-222	245	-222	245	-213.33	369.5	120	0	0	0
1	11	1.617	-236	256	-236	256	-213.33	369.5	120	0	0	0
1	11	1.6338	-252	268	-252	268	-213.33	369.5	120	0	0	0
1	11	1.6504	-267	280	-267	280	-213.33	369.5	120	0	0	0
1	11	1.6671	-277	287	-277	287	-213.33	369.5	120	0	0	0
1	11	1.6838	-287	300	-287	300	-213.33	369.5	120	0	0	0
1	11	1.7004	-302	319	-302	319	-213.33	369.5	120	0	0	0
1	11	1.7171	-311	327	-311	327	-213.33	369.5	120	0	0	0
1	11	1.7338	-315	333	-315	333	-213.33	369.5	120	0	0	0
1	11	1.7504	-316	337	-316	337	-213.33	369.5	120	0	0	0
1	11	1.7671	-317	337	-317	337	-213.33	369.5	120	0	0	0
1	11	1.7838	-319	340	-319	340	-213.33	369.5	120	0	0	0
1	11	1.8004	-322	344	-322	344	-213.33	369.5	120	0	0	0
1	11	1.8171	-325	346	-325	346	-213.33	369.5	120	0	0	0
1	11	1.8338	-328	349	-328	349	-213.33	369.5	120	0	0	0
1	11	1.8504	-329	351	-329	351	-213.33	369.5	120	0	0	0
1	11	1.8671	-330	352	-330	352	-213.33	369.5	120	0	0	0
1	11	1.8838	-330	352	-330	352	-213.33	369.5	120	0	0	0
1	11	1.9005	-330	352	-330	352	-213.33	369.5	120	0	0	0
1	11	1.9171	-330	352	-330	352	-213.33	369.5	120	0	0	0
1	11	1.9338	-330	352	-330	352	-213.33	369.5	120	0	0	0
1	11	1.9505	-330	352	-330	352	-213.33	369.5	120	0	0	0
1	11	1.9672	-330	352	-330	352	-213.33	369.5	120	0	0	0
1	11	1.9838	-330	352	-330	352	-213.33	369.5	120	0	0	0
1	11	2.0005	-330	352	-330	352	-213.33	369.5	120	0	0	0
1	11	2.0171	-330	352	-330	352	-213.33	369.5	120	0	0	0
1	11	2.0338	-330	352	-330	352	-213.33	369.5	120	0	0	0
1	11	2.0505	-330	352	-330	352	-213.33	369.5	120	0	0	0
1	11	2.0672	-330	352	-330	352	-213.33	369.5	120	0	0	0
1	11	2.0838	-330	352	-330	352	-213.33	369.5	120	0	0	0
1	11	2.1005	-330	352	-330	352	-213.33	369.5	120	0	0	0
1	11	2.1172	-330	352	-330	352	-213.33	369.5	120	0	0	0
1	11	2.1338	-330	352	-330	352	-213.33	369.5	120	0	0	0
1	11	2.1505	-330	352	-330	352	-213.33	369.5	120	0	0	0
1	11	2.1672	-330	352	-330	352	-213.33	369.5	120	0	0	0
1	11	2.1839	-330	352	-330	352	-213.33	369.5	120	0	0	0
1	11	2.2005	-330	352	-330	352	-213.33	369.5	120	0	0	0
1	11	2.2172	-330	352	-330	352	-213.33	369.5	120	0	0	0
1	11	2.2339	-330	352	-330	352	-213.33	369.5	120	0	0	0
1	11	2.2505	-330	352	-330	352	-213.33	369.5	120	0	0	0
1	11	2.2672	-330	352	-330	352	-213.33	369.5	120	0	0	0
1	11	2.2839	-330	352	-330	352	-213.33	369.5	120	0	0	0
1	11	2.3006	-330	352	-330	352	-213.33	369.5	120	0	0	0
1	11	2.3172	-330	352	-330	352	-213.33	369.5	120	0	0	0
1	11	2.3339	-330	352	-330	352	-213.33	369.5	120	0	0	0
1	11	2.3506	-330	352	-330	352	-213.33	369.5	120	0	0	0
1	11	2.3672	-330	352	-330	352	-213.33	369.5	120	0	0	0
1	11	2.3839	-330	352	-330	352	-213.33	369.5	120	0	0	0
1	11	2.4006	-330	352	-330	352	-213.33	369.5	120	0	0	0
1	11	2.4173	-330	352	-330	352	-213.33	369.5	120	0	0	0
1	11	2.4339	-330	352	-330	352	-213.33	369.5	120	0	0	0
1	11	2.4506	-330	352	-330	352	-213.33	369.5	120	0	0	0
1	11	2.4672	-330	352	-330	352	-213.33	369.5	120	0	0	0
1	11	2.484	-310	342	-310	342	-213.33	369.5	120	0	0	0
1	11	2.5006	-242	294	-242	294	-213.33	369.5	120	0	0	0
1	11	2.5173	-187	259	-187	259	-213.33	369.5	120	0	0	0
1	11	2.5339	-145	229	-145	229	-213.33	369.5	120	0	0	0
1	11	2.5506	-123	209	-123	209	-213.33	369.5	120	0	0	0
1	11	2.5673	-105	192	-105	192	-213.33	369.5	120	0	0	0
1	11	2.584	-93	179	-93	179	-213.33	369.5	120	0	0	0
1	11	2.6007	-85	166	-85	166	-213.33	369.5	120	0	0	0
1	11	2.6173	-77	149	-77	149	-213.33	369.5	120	0	0	0
1	11	2.634	-72	134	-72	134	-213.33	369.5	120	0	0	0
1	11	2.6507	-68	123	-68	123	-213.33	369.5	120	0	0	0
1	11	2.6673	-66	114	-66	114	-213.33	369.5	120	0	0	0
1	11	2.684	-63	106	-63	106	-213.33	369.5	120	0	0	0
1	11	2.7007	-61	96	-61	96	-213.33	369.5	120	0	0	0
1	11	2.7174	-59	90	-59	90	-213.33	369.5	120	0	0	0
1	11	2.734	-56	81	-56	81	-213.33	369.5	120	0	0	0
1	11	2.7507	-55	78	-55	78	-213.33	369.5	120	0	0	0
1	11	2.7673	-54	72	-54	72	-213.33	369.5	120	0	0	0
1	11	2.784	-53	69	-53	69	-213.33	369.5	120	0	0	0
1	11	2.8007	-52	67	-52	67	-213.33	369.5	120	0	0	0
1	11	2.8174	-50	63	-50	63	-213.33	369.5	120	0	0	0
1	11	2.834	-47	54	-47	54	-213.33	369.5	120	0	0	0
1	11	2.8507	-46	47	-46	47	-213.33	369.5	120	0	0	0
1	11	2.8674	-42	40	-42	40	-213.33	369.5	120	0	0	0
1	11	2.8841	-42	36	-42	36	-213.33	369.5	120	0	0	0
1	11	2.9007	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	2.9174	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	2.934	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	2.9507	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	2.9674	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	2.984	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	3.0007	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	3.0174	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	3.0341	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	3.0507	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	3.0674	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	3.0841	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	3.1007	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	3.1174	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	3.1341	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	3.1508	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	3.1674	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	3.1841	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	3.2008	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	3.2174	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	3.2341	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	3.2508	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	3.2675	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	3.2841	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	3.3008	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	3.3175	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	3.3342	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	3.3508	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	3.3675	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	3.3842	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	3.4008	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	3.4175	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	3.4342	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	3.4508	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	3.4675	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	3.4842	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	3.5008	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	3.5175	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	3.5342	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	3.5509	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	3.5675	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	3.5842	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	3.6009	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	3.6176	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	3.6342	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	3.6509	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	3.6676	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	3.6842	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	3.7009	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	3.7176	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	3.7342	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	3.7509	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	3.7676	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	3.7843	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	3.8009	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	3.8176	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	3.8342	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	3.8509	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	3.8676	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	3.8843	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	3.9009	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	3.9176	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	3.9343	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	3.9509	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	3.9676	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	3.9843	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	4.001	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	4.0176	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	4.0343	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	4.051	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	4.0676	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	4.0843	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	4.101	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	4.1177	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	4.1343	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	4.151	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	4.1677	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	4.1844	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	4.201	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	4.2177	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	4.2344	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	4.251	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	4.2677	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	4.2844	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	4.301	-41	35	-41	35	-213.33	369.5	120	0	0	0
1	11	4.3177	-54	46	-54	46	-213.33	369.5	120	0	0	0
1	11	4.3344	-108	88	-108	88	-213.33	369.5	120	0	0	0
1	11	4.351	-145	114	-145	114	-213.33	369.5	120	0	0	0
1	11	4.3677	-172	135	-172	135	-213.33	369.5	120	0	0	0
1	11	4.3844	-194	155	-194	155	-213.33	369.5	120	0	0	0
1	11	4.4011	-224	180	-224	180	-213.33	369.5	120	0	0	0
1	11	4.4177	-257	207	-257	207	-213.33	369.5	120	0	0	0
1	11	4.4344	-276	226	-276	226	-213.33	369.5	120	0	0	0
1	11	4.4511	-287	240	-287	240	-213.33	369.5	120	0	0	0
1	11	4.4678	-291	246	-291	246	-213.33	369.5	120	0	0	0
1	11	4.4844	-292	249	-292	249	-213.33	369.5	120	0	0	0
1	11	4.5011	-294	251	-294	251	-213.33	369.5	120	0	0	0
1	11	4.5178	-295	254	-295	254	-213.33	369.5	120	0	0	0
1	11	4.5344	-295	258	-295	258	-213.33	369.5	120	0	0	0
1	11	4.5511	-298	263	-298	263	-213.33	369.5	120	0	0	0
1	11	4.5678	-298	265	-298	265	-213.33	369.5	120	0	0	0
1	11	4.5844	-298	265	-298	265	-213.33	369.5	120	0	0	0
1	11	4.6011	-298	266	-298	266	-213.33	369.5	120	0	0	0
1	11	4.6178	-298	267	-298	267	-213.33	369.5	120	0	0	0
1	11	4.6345	-298	267	-298	267	-213.33	369.5	120	0	0	0
1	11	4.6511	-298	267	-298	267	-213.33	369.5	120	0	0	0
1	11	4.6678	-298	267	-298	267	-213.33	369.5	120	0	0	0
1	11	4.6845	-298	267	-298	267	-213.33	369.5	120	0	0	0
1	11	4.7011	-298	267	-298	267	-213.33	369.5	120	0	0	0
1	11	4.7178	-298	267	-298	267	-213.33	369.5	120	0	0	0
1	12	1.3836	9	7	9	7	-110.43	412.13	105	0	0	0
1	12	1.4002	9	7	9	7	-110.43	412.13	105	0	0	0
1	12	1.4169	9	7	9	7	-110.43	412.13	105	0	0	0
1	12	1.4336	9	6	9	6	-110.43	412.13	105	0	0	0
1	12	1.4503	9	5	9	5	-110.43	412.13	105	0	0	0
1	12	1.4669	9	5	9	5	-110.43	412.13	105	0	0	0
1	12	1.4836	9	5	9	5	-110.43	412.13	105	0	0	0
1	12	1.5003	9	5	9	5	-110.43	412.13	105	0	0	0
1	12	1.517	9	5	9	5	-110.43	412.13	105	0	0	0
1	12	1.5336	9	5	9	5	-110.43	412.13	105	0	0	0
1	12	1.5503	9	5	9	5	-110.43	412.13	105	0	0	0
1	12	1.567	9	5	9	5	-110.43	412.13	105	0	0	0
1	12	1.5836	9	5	9	5	-110.43	412.13	105	0	0	0
1	12	1.6003	9	5	9	5	-110.43	412.13	105	0	0	0
1	12	1.617	9	5	9	5	-110.43	412.13	105	0	0	0
1	12	1.6336	9	5	9	5	-110.43	412.13	105	0	0	0
1	12	1.6503	9	5	9	5	-110.43	412.13	105	0	0	0
1	12	1.667	9	5	9	5	-110.43	412.13	105	0	0	0
1	12	1.6837	9	5	9	5	-110.43	412.13	105	0	0	0
1	12	1.7003	9	5	9	5	-110.43	412.13	105	0	0	0
1	12	1.717	9	5	9	5	-110.43	412.13	105	0	0	0
1	12	1.7337	9	5	9	5	-110.43	412.13	105	0	0	0
1	12	1.7503	9	5	9	5	-110.43	412.13	105	0	0	0
1	12	1.767	9	5	9	5	-110.43	412.13	105	0	0	0
1	12	1.7837	9	5	9	5	-110.43	412.13	105	0	0	0
1	12	1.8003	9	5	9	5	-110.43	412.13	105	0	0	0
1	12	1.817	8	5	8	5	-110.43	412.13	105	0	0	0
1	12	1.8337	3	14	3	14	-110.43	412.13	105	0	0	0
1	12	1.8504	0	25	0	25	-110.43	412.13	105	0	0	0
1	12	1.867	-7	38	-7	38	-110.43	412.13	105	0	0	0
1	12	1.8837	-19	70	-19	70	-110.43	412.13	105	0	0	0
1	12	1.9004	-33	100	-33	100	-110.43	412.13	105	0	0	0
1	12	1.917	-55	147	-55	147	-110.43	412.13	105	0	0	0
1	12	1.9337	-75	192	-75	192	-110.43	412.13	105	0	0	0
1	12	1.9504	-88	225	-88	225	-110.43	412.13	105	0	0	0
1	12	1.967	-98	249	-98	249	-110.43	412.13	105	0	0	0
1	12	1.9837	-109	273	-109	273	-110.43	412.13	105	0	0	0
1	12	2.0004	-120	296	-120	296	-110.43	412.13	105	0	0	0
1	12	2.017	-128	313	-128	313	-110.43	412.13	105	0	0	0
1	12	2.0337	-131	323	-131	323	-110.43	412.13	105	0	0	0
1	12	2.0504	-131	326	-131	326	-110.43	412.13	105	0	0	0
1	12	2.0671	-131	326	-131	326	-110.43	412.13	105	0	0	0
1	12	2.0837	-131	329	-131	329	-110.43	412.13	105	0	0	0
1	12	2.1004	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	2.1171	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	2.1338	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	2.1504	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	2.1671	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	2.1837	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	2.2004	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	2.2171	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	2.2338	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	2.2504	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	2.2671	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	2.2838	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	2.3005	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	2.3171	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	2.3338	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	2.3505	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	2.3671	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	2.3838	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	2.4005	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	2.4171	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	2.4338	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	2.4505	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	2.4671	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	2.4838	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	2.5005	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	2.5172	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	2.5339	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	2.5505	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	2.5672	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	2.5839	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	2.6005	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	2.6172	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	2.6339	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	2.6506	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	2.6672	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	2.6839	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	2.7006	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	2.7172	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	2.7339	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	2.7506	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	2.7672	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	2.7839	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	2.8006	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	2.8173	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	2.834	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	2.8506	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	2.8673	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	2.884	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	2.9006	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	2.9173	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	2.934	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	2.9506	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	2.9673	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	2.984	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	3.0007	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	3.0173	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	3.034	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	3.0506	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	3.0673	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	3.084	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	3.1007	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	3.1173	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	3.134	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	3.1507	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	3.1673	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	3.184	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	3.2007	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	3.2174	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	3.2341	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	3.2507	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	3.2674	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	3.284	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	3.3007	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	3.3174	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	3.334	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	3.3507	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	3.3674	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	12	3.3841	-130	333	-130	333	-110.43	412.13	105	0	0	0
1	13	1.3003	2	11	2	11	110.43	412.13	75	0	0	0
1	13	1.317	2	11	2	11	110.43	412.13	75	0	0	0
1	13	1.3337	2	11	2	11	110.43	412.13	75	0	0	0
1	13	1.3503	2	11	2	11	110.43	412.13	75	0	0	0
1	13	1.367	2	11	2	11	110.43	412.13	75	0	0	0
1	13	1.3837	2	11	2	11	110.43	412.13	75	0	0	0
1	13	1.4004	2	11	2	11	110.43	412.13	75	0	0	0
1	13	1.417	2	11	2	11	110.43	412.13	75	0	0	0
1	13	1.4337	2	11	2	11	110.43	412.13	75	0	0	0
1	13	1.4504	2	11	2	11	110.43	412.13	75	0	0	0
1	13	1.467	2	11	2	11	110.43	412.13	75	0	0	0
1	13	1.4837	2	11	2	11	110.43	412.13	75	0	0	0
1	13	1.5003	2	4	2	4	110.43	412.13	75	0	0	0
1	13	1.517	3	-3	3	-3	110.43	412.13	75	0	0	0
1	13	1.5337	5	-7	5	-7	110.43	412.13	75	0	0	0
1	13	1.5504	6	-9	6	-9	110.43	412.13	75	0	0	0
1	13	1.5671	6	-9	6	-9	110.43	412.13	75	0	0	0
1	13	1.5837	6	-9	6	-9	110.43	412.13	75	0	0	0
1	13	1.6004	6	-9	6	-9	110.43	412.13	75	0	0	0
1	13	1.617	6	-9	6	-9	110.43	412.13	75	0	0	0
1	13	1.6337	6	-9	6	-9	110.43	412.13	75	0	0	0
1	13	1.6504	6	-9	6	-9	110.43	412.13	75	0	0	0
1	13	1.6671	6	-9	6	-9	110.43	412.13	75	0	0	0
1	13	1.6838	6	-9	6	-9	110.43	412.13	75	0	0	0
1	13	1.7004	7	10	7	10	110.43	412.13	75	0	0	0
1	13	1.7172	8	30	8	30	110.43	412.13	75	0	0	0
1	13	1.7338	8	56	8	56	110.43	412.13	75	0	0	0
1	13	1.7504	8	77	8	77	110.43	412.13	75	0	0	0
1	13	1.7671	8	98	8	98	110.43	412.13	75	0	0	0
1	13	1.7838	8	130	8	130	110.43	412.13	75	0	0	0
1	13	1.8005	9	159	9	159	110.43	412.13	75	0	0	0
1	13	1.8171	9	186	9	186	110.43	412.13	75	0	0	0
1	13	1.8338	11	208	11	208	110.43	412.13	75	0	0	0
1	13	1.8505	11	220	11	220	110.43	412.13	75	0	0	0
1	13	1.8671	11	225	11	225	110.43	412.13	75	0	0	0
1	13	1.8838	12	229	12	229	110.43	412.13	75	0	0	0
1	13	1.9005	12	231	12	231	110.43	412.13	75	0	0	0
1	13	1.9172	12	231	12	231	110.43	412.13	75	0	0	0
1	13	1.9338	12	231	12	231	110.43	412.13	75	0	0	0
1	13	1.9505	12	231	12	231	110.43	412.13	75	0	0	0
1	13	1.9672	12	231	12	231	110.43	412.13	75	0	0	0
1	13	1.9838	12	231	12	231	110.43	412.13	75	0	0	0
1	13	2.0005	12	231	12	231	110.43	412.13	75	0	0	0
1	13	2.0173	12	231	12	231	110.43	412.13	75	0	0	0
1	13	2.0338	12	231	12	231	110.43	412.13	75	0	0	0
1	13	2.0505	12	231	12	231	110.43	412.13	75	0	0	0
1	13	2.0672	12	231	12	231	110.43	412.13	75	0	0	0
1	13	2.0838	12	231	12	231	110.43	412.13	75	0	0	0
1	13	2.1005	12	231	12	231	110.43	412.13	75	0	0	0
1	13	2.1172	12	231	12	231	110.43	412.13	75	0	0	0
1	13	2.1339	12	231	12	231	110.43	412.13	75	0	0	0
1	13	2.1505	12	231	12	231	110.43	412.13	75	0	0	0
1	13	2.1672	12	231	12	231	110.43	412.13	75	0	0	0
1	13	2.1839	12	231	12	231	110.43	412.13	75	0	0	0
1	13	2.2005	12	231	12	231	110.43	412.13	75	0	0	0
1	13	2.2172	12	231	12	231	110.43	412.13	75	0	0	0
1	13	2.2339	12	231	12	231	110.43	412.13	75	0	0	0
1	13	2.2506	12	231	12	231	110.43	412.13	75	0	0	0
1	13	2.2672	12	231	12	231	110.43	412.13	75	0	0	0
1	13	2.2839	12	231	12	231	110.43	412.13	75	0	0	0
1	13	2.3006	12	231	12	231	110.43	412.13	75	0	0	0
1	13	2.3172	12	231	12	231	110.43	412.13	75	0	0	0
1	13	2.3339	12	231	12	231	110.43	412.13	75	0	0	0
1	13	2.3506	12	231	12	231	110.43	412.13	75	0	0	0
1	13	2.3672	12	231	12	231	110.43	412.13	75	0	0	0
1	13	2.3839	12	231	12	231	110.43	412.13	75	0	0	0
1	13	2.4006	12	231	12	231	110.43	412.13	75	0	0	0
1	13	2.4173	12	231	12	231	110.43	412.13	75	0	0	0
1	13	2.4339	12	231	12	231	110.43	412.13	75	0	0	0
1	13	2.4506	12	231	12	231	110.43	412.13	75	0	0	0
1	13	2.4673	12	231	12	231	110.43	412.13	75	0	0	0
1	13	2.4839	12	231	12	231	110.43	412.13	75	0	0	0
1	13	2.5006	12	231	12	231	110.43	412.13	75	0	0	0
1	13	2.5173	12	231	12	231	110.43	412.13	75	0	0	0
1	13	2.5339	12	231	12	231	110.43	412.13	75	0	0	0
1	13	2.5506	12	231	12	231	110.43	412.13	75	0	0	0
1	13	2.5673	12	231	12	231	110.43	412.13	75	0	0	0
1	13	2.584	12	231	12	231	110.43	412.13	75	0	0	0
1	13	2.6006	12	231	12	231	110.43	412.13	75	0	0	0
1	13	2.6173	12	231	12	231	110.43	412.13	75	0	0	0
1	13	2.634	12	231	12	231	110.43	412.13	75	0	0	0
1	13	2.6506	12	231	12	231	110.43	412.13	75	0	0	0
1	13	2.6673	12	231	12	231	110.43	412.13	75	0	0	0
